,age,education,balance,duration,campaign,previous,y,Marital_single,Default_yes,Housing_yes,Loan_yes,Contact_telephone
151,26.0,2.0,0.0,610.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
152,40.0,3.0,-4.0,2033.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
153,39.0,2.0,18.0,85.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
154,50.0,1.0,139.0,114.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
155,41.0,2.0,0.0,114.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
156,51.0,2.0,1883.0,57.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
157,60.0,2.0,216.0,238.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
158,52.0,2.0,782.0,93.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
159,48.0,2.0,904.0,128.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
160,48.0,2.0,1705.0,107.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
161,39.0,3.0,47.0,181.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
162,47.0,2.0,176.0,303.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
163,40.0,2.0,1225.0,558.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
164,45.0,2.0,86.0,270.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
165,26.0,2.0,82.0,228.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
166,52.0,3.0,271.0,99.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
167,54.0,2.0,1378.0,240.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
168,54.0,3.0,184.0,673.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
169,50.0,1.0,0.0,233.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
170,35.0,2.0,0.0,1056.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
171,44.0,2.0,1357.0,250.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
172,53.0,2.0,19.0,252.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
173,35.0,1.0,434.0,138.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
174,60.0,2.0,92.0,130.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
175,53.0,2.0,1151.0,412.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
176,48.0,2.0,41.0,179.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
177,34.0,2.0,51.0,19.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
178,54.0,2.0,214.0,458.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
179,51.0,2.0,1161.0,717.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
180,31.0,3.0,37.0,313.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
181,35.0,2.0,787.0,683.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
182,35.0,2.0,59.0,1077.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
183,38.0,2.0,253.0,416.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
184,36.0,3.0,211.0,146.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
185,58.0,1.0,235.0,167.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
186,40.0,2.0,4384.0,315.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
187,54.0,2.0,4080.0,140.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
188,34.0,2.0,53.0,346.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
189,31.0,3.0,0.0,562.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
190,51.0,2.0,2127.0,172.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
191,33.0,3.0,377.0,217.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
192,55.0,3.0,73.0,142.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
193,42.0,2.0,445.0,67.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
194,34.0,2.0,243.0,291.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
195,33.0,2.0,307.0,309.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
196,38.0,2.0,155.0,248.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
197,50.0,3.0,173.0,98.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
198,43.0,3.0,400.0,256.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
199,61.0,1.0,1428.0,82.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
200,47.0,2.0,219.0,577.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
201,48.0,3.0,7.0,286.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
202,44.0,2.0,575.0,477.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
203,35.0,3.0,298.0,611.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
204,35.0,2.0,0.0,471.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
205,50.0,2.0,5699.0,381.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
206,41.0,3.0,176.0,42.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
207,41.0,3.0,517.0,251.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
208,39.0,2.0,257.0,408.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
209,42.0,2.0,56.0,215.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
210,38.0,2.0,-390.0,287.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
211,53.0,2.0,330.0,216.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
212,59.0,1.0,195.0,366.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
213,36.0,2.0,301.0,210.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
214,54.0,1.0,-41.0,288.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
215,40.0,3.0,483.0,168.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
216,47.0,2.0,28.0,338.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
217,53.0,1.0,13.0,410.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
218,46.0,1.0,965.0,177.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
219,39.0,3.0,378.0,127.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
220,40.0,2.0,219.0,357.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
221,28.0,1.0,324.0,175.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
222,35.0,2.0,-69.0,300.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
223,55.0,2.0,0.0,136.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
224,43.0,2.0,205.0,1419.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
225,48.0,1.0,278.0,125.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
226,58.0,2.0,1065.0,213.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
227,33.0,3.0,34.0,27.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
228,36.0,2.0,1033.0,238.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
229,53.0,2.0,1467.0,124.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
230,47.0,1.0,-12.0,18.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
231,31.0,2.0,388.0,730.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
232,57.0,2.0,294.0,746.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
233,53.0,2.0,1827.0,121.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
234,55.0,1.0,627.0,247.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
235,45.0,1.0,25.0,40.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
236,53.0,2.0,315.0,181.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
237,37.0,1.0,0.0,79.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
238,44.0,2.0,66.0,206.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
239,49.0,1.0,-9.0,389.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
240,46.0,2.0,349.0,127.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
241,43.0,2.0,100.0,702.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
242,38.0,2.0,0.0,151.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
243,43.0,2.0,434.0,117.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
244,49.0,3.0,3237.0,232.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
245,42.0,2.0,275.0,408.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
246,22.0,2.0,0.0,179.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
247,40.0,3.0,207.0,39.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
248,39.0,2.0,483.0,282.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
249,51.0,2.0,2248.0,714.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
250,49.0,2.0,428.0,50.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
251,53.0,2.0,0.0,181.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
252,34.0,2.0,0.0,142.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
253,33.0,2.0,140.0,227.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
254,50.0,3.0,297.0,119.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
255,39.0,1.0,279.0,361.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
256,59.0,2.0,901.0,73.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
257,30.0,2.0,2573.0,67.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
258,36.0,2.0,143.0,350.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
259,40.0,2.0,475.0,332.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
260,53.0,2.0,70.0,611.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
261,34.0,3.0,318.0,113.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
262,37.0,2.0,275.0,132.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
263,42.0,3.0,742.0,58.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
264,41.0,1.0,236.0,151.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
265,30.0,3.0,25.0,89.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
266,37.0,3.0,600.0,152.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
267,39.0,2.0,-349.0,611.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
268,41.0,1.0,183.0,110.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
269,40.0,1.0,0.0,463.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
270,42.0,3.0,0.0,562.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
271,40.0,1.0,0.0,962.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
272,57.0,2.0,1078.0,10.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
273,56.0,2.0,155.0,118.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
274,37.0,2.0,190.0,92.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
275,59.0,2.0,319.0,143.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
